type,from ,to ,m1 ,m2 ,m3 ,i1 ,i2 ,i3 ,i4 ,i5 ,i6 ,i7 ,i8 ,i9 ,fromIdx ,toIdx
80,427 ,433 ,0.931225 ,0.00207196 ,-1.6109 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,223 ,226
80,433 ,438 ,0.880785 ,0.00166426 ,0.0204137 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,226 ,229
80,438 ,444 ,1.03229 ,-0.0149491 ,-0.025133 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,229 ,232
80,444 ,448 ,1.01477 ,0.0149061 ,0.0354115 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,232 ,235
80,448 ,453 ,1.06408 ,-0.000806132 ,0.0297639 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,235 ,238
80,453 ,460 ,1.03232 ,-0.0221893 ,-1.6123 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,238 ,241
80,460 ,466 ,1.05502 ,-0.0120384 ,0.0167761 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,241 ,244
80,466 ,470 ,0.922676 ,0.000930377 ,0.0319118 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,244 ,247
80,470 ,480 ,1.07246 ,-0.00201803 ,0.048393 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,247 ,250
80,480 ,484 ,0.984816 ,-0.00480861 ,0.011279 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,250 ,253
80,484 ,490 ,0.959965 ,0.0144661 ,-1.57647 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,253 ,256
80,490 ,497 ,0.994815 ,-0.00163732 ,0.0180569 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,256 ,259
80,497 ,500 ,0.991597 ,0.00237274 ,0.0232943 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,259 ,262
80,500 ,501 ,1.00672 ,-0.0100618 ,-0.100123 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,262 ,265
80,501 ,502 ,0.928744 ,-0.00724983 ,0.0453822 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,265 ,268
80,502 ,504 ,0.979508 ,0.00302312 ,-1.60726 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,268 ,271
80,504 ,505 ,0.985714 ,0.01062 ,0.0242216 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,271 ,274
80,505 ,506 ,0.970177 ,-0.00513079 ,-0.0287968 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,274 ,277
80,506 ,507 ,0.916215 ,-0.00630695 ,-0.0195353 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,277 ,280
80,507 ,508 ,1.1261 ,-0.00710102 ,-0.0415473 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,280 ,283
80,508 ,509 ,0.943063 ,0.00621897 ,-1.59663 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,283 ,286
80,509 ,510 ,0.96073 ,0.0109123 ,-0.0859232 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,286 ,289
80,510 ,511 ,0.959997 ,-0.011094 ,0.0321363 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,289 ,292
80,511 ,512 ,1.01638 ,-0.0164462 ,0.0058116 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,292 ,295
80,512 ,513 ,1.04979 ,-0.00227672 ,-0.016008 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,295 ,298
80,513 ,514 ,0.999744 ,-0.0124538 ,-1.52483 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,298 ,301
80,514 ,515 ,0.959225 ,0.000308896 ,0.0361054 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,301 ,304
80,515 ,516 ,1.04003 ,-0.0016542 ,-0.00255533 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,304 ,307
80,516 ,517 ,1.07919 ,0.0161786 ,-0.00392675 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,307 ,310
80,517 ,518 ,0.953791 ,0.00109024 ,0.00949636 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,310 ,313
80,518 ,519 ,0.978138 ,-0.00800384 ,-1.56244 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,313 ,316
80,519 ,520 ,1.04711 ,0.0192471 ,-0.0148362 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,316 ,319
80,520 ,521 ,1.01058 ,-0.00785158 ,-0.0341681 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,319 ,322
80,521 ,522 ,0.875207 ,-0.0194512 ,0.0222638 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,322 ,325
80,522 ,523 ,0.995524 ,-0.00489387 ,-0.00828631 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,325 ,328
80,523 ,524 ,0.934362 ,0.00672874 ,-1.57458 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,328 ,331
80,524 ,525 ,0.883612 ,0.0139574 ,0.0502364 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,331 ,334
80,525 ,526 ,0.959792 ,-0.00541427 ,0.0104767 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,334 ,337
80,526 ,527 ,1.01336 ,0.000453854 ,-0.0155799 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,337 ,340
80,527 ,528 ,1.13584 ,0.0233063 ,0.030688 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,340 ,343
80,528 ,529 ,1.02731 ,-0.00332708 ,-1.60697 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,343 ,346
80,529 ,530 ,0.997578 ,-0.0124106 ,-0.0273352 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,346 ,349
80,530 ,531 ,1.07646 ,0.00951839 ,-0.0293209 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,349 ,352
80,531 ,532 ,1.03661 ,0.00879078 ,0.018298 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,352 ,355
80,532 ,533 ,1.00379 ,0.00565899 ,0.0377906 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,355 ,358
80,533 ,534 ,0.976124 ,-0.00403187 ,-1.54451 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,358 ,361
80,534 ,535 ,1.04066 ,-0.00752509 ,-0.0725141 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,361 ,364
80,535 ,536 ,0.916692 ,0.00614856 ,-0.0299761 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,364 ,367
80,536 ,537 ,0.992458 ,-0.00677268 ,-0.0525422 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,367 ,370
80,537 ,538 ,0.951344 ,-0.017862 ,0.0122011 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,370 ,373
80,538 ,539 ,0.899157 ,0.00362213 ,1.51065 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,373 ,376
80,539 ,540 ,0.985356 ,-0.00407729 ,0.0125854 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,376 ,379
80,540 ,544 ,0.981471 ,-0.00929431 ,0.0187591 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,379 ,382
80,544 ,549 ,0.979366 ,0.000138385 ,-0.011843 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,382 ,385
80,549 ,554 ,1.0228 ,0.00448208 ,-0.0249592 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,385 ,388
80,554 ,559 ,0.983642 ,0.0211836 ,1.58647 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,388 ,391
80,559 ,567 ,0.973509 ,-0.00815959 ,-0.00633901 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,391 ,394
80,567 ,572 ,0.864799 ,-0.00634508 ,0.0246581 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,394 ,397
80,572 ,578 ,0.975894 ,-0.0181962 ,-0.0146263 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,397 ,400
80,578 ,583 ,0.949383 ,0.0104724 ,0.0395971 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,400 ,403
80,583 ,589 ,0.95237 ,-0.00613275 ,1.57847 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,403 ,406
80,589 ,595 ,1.03423 ,-0.0126552 ,0.0581008 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,406 ,409
80,595 ,597 ,1.1147 ,-0.0234523 ,-0.0231888 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,409 ,412
80,597 ,599 ,0.973957 ,0.00575339 ,0.00799601 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,412 ,415
80,599 ,601 ,0.989265 ,-0.0155517 ,-0.0010347 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,415 ,418
80,601 ,602 ,0.930824 ,-0.00597874 ,-1.57754 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,418 ,421
80,602 ,603 ,1.096 ,-0.00389603 ,-0.0308576 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,421 ,424
80,603 ,606 ,1.03197 ,-0.00952331 ,0.00420171 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,424 ,427
80,606 ,611 ,1.02958 ,-0.00635771 ,-0.0095633 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,427 ,430
80,611 ,617 ,1.04033 ,0.00468579 ,0.0228382 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,430 ,433
80,617 ,622 ,0.993951 ,-0.00501364 ,1.52918 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,433 ,436
80,622 ,628 ,0.98924 ,0.0114479 ,0.00495889 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,436 ,439
80,628 ,632 ,0.92804 ,0.00676855 ,-0.0205383 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,439 ,442
80,632 ,638 ,1.06096 ,0.00036048 ,0.0125358 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,442 ,445
80,638 ,644 ,1.05914 ,-0.00260821 ,0.00700383 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,445 ,448
80,644 ,650 ,0.944466 ,-0.0117619 ,1.55105 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,448 ,451
80,650 ,655 ,0.97781 ,-0.00512539 ,-0.00845547 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,451 ,454
80,655 ,658 ,1.01147 ,-0.0163815 ,0.00724924 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,454 ,457
80,658 ,660 ,0.995999 ,-0.00164602 ,-0.0160182 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,457 ,460
80,660 ,661 ,0.910608 ,-0.00699659 ,-0.0466615 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,460 ,463
80,661 ,662 ,1.06361 ,0.00479427 ,1.60545 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,463 ,466
80,662 ,663 ,1.03083 ,0.0109295 ,0.0119241 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,466 ,469
80,663 ,664 ,1.04043 ,0.00778627 ,0.0846693 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,469 ,472
80,664 ,665 ,1.02563 ,0.00425458 ,0.0493973 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,472 ,475
80,665 ,666 ,1.02435 ,-0.00370297 ,0.0732881 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,475 ,478
80,666 ,667 ,1.03726 ,-0.00742805 ,-1.63247 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,478 ,481
80,667 ,668 ,1.05106 ,0.00965645 ,0.0228977 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,481 ,484
80,668 ,669 ,0.983846 ,-0.010254 ,0.0161337 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,484 ,487
80,669 ,670 ,1.03333 ,-0.00311928 ,0.061618 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,487 ,490
80,670 ,671 ,0.996861 ,0.00700937 ,-0.0160558 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,490 ,493
80,671 ,672 ,1.00941 ,-0.00302166 ,-1.5846 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,493 ,496
80,672 ,673 ,1.06817 ,-0.00539616 ,0.0139616 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,496 ,499
80,673 ,674 ,1.02404 ,0.0096869 ,0.0599932 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,499 ,502
80,674 ,675 ,1.07941 ,0.00420628 ,0.0451596 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,502 ,505
80,675 ,676 ,0.971119 ,-0.0017836 ,-0.0120458 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,505 ,508
80,676 ,677 ,0.983447 ,-0.00198069 ,-1.60619 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,508 ,511
80,677 ,678 ,1.04055 ,-0.00152782 ,-0.0101979 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,511 ,514
80,678 ,679 ,0.981844 ,0.00386349 ,-0.0159714 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,514 ,517
80,679 ,680 ,0.930209 ,-0.00982134 ,0.0334364 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,517 ,520
80,680 ,681 ,0.942003 ,-0.0162914 ,0.0463797 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,520 ,523
80,681 ,682 ,1.09467 ,-0.00856627 ,-1.65121 ,400 ,0 ,0 ,0 ,10000 ,0 ,0 ,0 ,820.702 ,523 ,526
