type,from ,to ,m1 ,m2 ,m3 ,i1 ,i2 ,i3 ,i4 ,i5 ,i6 ,i7 ,i8 ,i9 ,fromIdx ,toIdx
80,218 ,222 ,-0.0089 ,-0.16885 ,-0.10398 ,61332.9 ,143.57 ,-5166.59 ,143.57 ,64041.5 ,366.679 ,-5166.59 ,366.679 ,3874.13 ,167 ,170
80,222 ,226 ,-0.00884 ,-0.17042 ,-0.1024 ,60924.3 ,142.744 ,-5181.13 ,142.744 ,63661.6 ,362.156 ,-5181.13 ,362.156 ,3859.09 ,170 ,173
80,226 ,231 ,-0.00843 ,-0.17246 ,-0.09407 ,60880.3 ,138.554 ,-5249.51 ,138.554 ,63688.9 ,342.65 ,-5249.51 ,342.65 ,3872.32 ,173 ,178
80,231 ,237 ,-0.00739 ,-0.17428 ,-0.08276 ,61155.7 ,122.866 ,-5321.23 ,122.866 ,64039.9 ,301.756 ,-5321.23 ,301.756 ,3900.97 ,178 ,183
80,237 ,242 ,-0.00711 ,-0.17506 ,-0.08067 ,61057.5 ,118.112 ,-5329.61 ,118.112 ,63961.3 ,291.864 ,-5329.61 ,291.864 ,3898.84 ,183 ,186
80,242 ,247 ,-0.00719 ,-0.17578 ,-0.07999 ,60867.4 ,119.901 ,-5341.25 ,119.901 ,63779.3 ,293.471 ,-5341.25 ,293.471 ,3892.6 ,186 ,189
80,247 ,252 ,-0.00646 ,-0.17666 ,-0.07113 ,61263.7 ,109.052 ,-5409.26 ,109.052 ,64229.8 ,265.028 ,-5409.26 ,265.028 ,3925.34 ,189 ,192
80,252 ,258 ,-0.00576 ,-0.17885 ,-0.06313 ,61142.1 ,98.3063 ,-5458.85 ,98.3063 ,64179.9 ,236.109 ,-5458.85 ,236.109 ,3932.14 ,192 ,197
80,258 ,264 ,-0.00553 ,-0.17907 ,-0.05997 ,61325.5 ,95.7672 ,-5493.12 ,95.7672 ,64371.2 ,224.973 ,-5493.12 ,224.973 ,3946.97 ,197 ,200
80,264 ,269 ,-0.00429 ,-0.18176 ,-0.04433 ,61627.3 ,75.6426 ,-5606.22 ,75.6426 ,64797.2 ,174.803 ,-5606.22 ,174.803 ,3987.38 ,200 ,203
80,269 ,274 ,-0.00367 ,-0.18328 ,-0.03996 ,61456 ,65.844 ,-5625.3 ,65.844 ,64658.2 ,149.126 ,-5625.3 ,149.126 ,3984.67 ,203 ,206
80,274 ,279 ,0.00393 ,-0.18644 ,-0.02268 ,61709.1 ,-83.339 ,-5743.38 ,-83.339 ,65047.9 ,-106.651 ,-5743.38 ,-106.651 ,4025.09 ,206 ,209
80,279 ,284 ,0.00208 ,-0.18711 ,-0.02621 ,61213 ,-31.6141 ,-5733.11 ,-31.6141 ,64538.4 ,-51.389 ,-5733.11 ,-51.389 ,3999.91 ,209 ,212
80,284 ,290 ,0.0084 ,-0.18866 ,-0.01129 ,61776.7 ,-157.752 ,-5822.34 ,-157.752 ,65188.1 ,-222.463 ,-5822.34 ,-222.463 ,4047.76 ,212 ,217
80,290 ,296 ,0.00502 ,-0.15015 ,-0.00835 ,79274.6 ,-75.4821 ,-5936.98 ,-75.4821 ,82038.7 ,-232.144 ,-5936.98 ,-232.144 ,4847.32 ,217 ,220
80,296 ,303 ,0.02456 ,-0.19265 ,-0.00097 ,60598.1 ,-442.732 ,-5819.73 ,-442.732 ,64033.9 ,-760.578 ,-5819.73 ,-760.578 ,4007.82 ,220 ,225
80,303 ,310 ,0.02171 ,-0.15495 ,-0.00061 ,76663.3 ,-410.505 ,-5934.74 ,-410.505 ,79456.7 ,-726.75 ,-5934.74 ,-726.75 ,4733.23 ,225 ,228
80,310 ,318 ,0.01721 ,-0.19304 ,-0.00221 ,60746.2 ,-313.35 ,-5851.39 ,-313.35 ,64233.8 ,-521.324 ,-5851.39 ,-521.324 ,4016.42 ,228 ,233
80,318 ,325 ,0.01778 ,-0.15448 ,-0.00068 ,77229.9 ,-338.01 ,-5945.02 ,-338.01 ,80049.7 ,-721.594 ,-5945.02 ,-721.594 ,4761.94 ,233 ,236
80,325 ,331 ,0.02147 ,-0.15738 ,-0.00082 ,75489.4 ,-391.097 ,-5922.65 ,-391.097 ,78338.5 ,-818.967 ,-5922.65 ,-818.967 ,4680.07 ,236 ,239
80,331 ,336 ,0.02417 ,-0.18506 ,-4e-05 ,63356.8 ,-462.222 ,-5849.05 ,-462.222 ,66656.6 ,-697.172 ,-5849.05 ,-697.172 ,4128.15 ,239 ,242
80,336 ,342 ,0.00426 ,-0.15325 ,-0.00155 ,78324.6 ,-81.6876 ,-5990.04 ,-81.6876 ,81178.3 ,-161.315 ,-5990.04 ,-161.315 ,4814.3 ,242 ,245
80,342 ,348 ,0.00608 ,-0.18396 ,-0.00184 ,64259 ,-131.949 ,-5899.39 ,-131.949 ,67629.4 ,-161.627 ,-5899.39 ,-161.627 ,4171.07 ,245 ,248
80,348 ,354 ,0.00255 ,-0.15569 ,-0.00172 ,77059.9 ,-45.1629 ,-5986.59 ,-45.1629 ,79960.4 ,-128.616 ,-5986.59 ,-128.616 ,4755.72 ,248 ,251
80,354 ,360 ,0.00391 ,-0.15602 ,-0.00218 ,76860.7 ,-76.1051 ,-5979.85 ,-76.1051 ,79761.1 ,-121.842 ,-5979.85 ,-121.842 ,4745.23 ,251 ,256
80,360 ,364 ,0.00234 ,-0.15677 ,-0.00241 ,76449.4 ,-37.5349 ,-5977.86 ,-37.5349 ,79369.8 ,-94.6206 ,-5977.86 ,-94.6206 ,4726.26 ,256 ,259
80,364 ,369 ,0.00497 ,-0.1848 ,-0.00216 ,63972.9 ,-88.6449 ,-5900.06 ,-88.6449 ,67365.1 ,-164.243 ,-5900.06 ,-164.243 ,4159.27 ,259 ,264
80,369 ,376 ,0.00217 ,-0.15838 ,-0.00086 ,75625.5 ,-36.6397 ,-5975.61 ,-36.6397 ,78569.1 ,-50.7261 ,-5975.61 ,-50.7261 ,4687.96 ,264 ,269
80,376 ,383 ,0.00175 ,-0.1877 ,-0.00228 ,62913.2 ,-31.588 ,-5892.93 ,-31.588 ,66356.2 ,-60.8181 ,-5892.93 ,-60.8181 ,4112.48 ,269 ,272
80,383 ,390 ,0.01203 ,-0.15697 ,0.01241 ,74800.3 ,-208.711 ,-5780.88 ,-208.711 ,77652.9 ,-641.761 ,-5780.88 ,-641.761 ,4619.88 ,272 ,275
80,390 ,397 ,0.01991 ,-0.16047 ,0.01271 ,72790.5 ,-368.977 ,-5874.6 ,-368.977 ,75647.1 ,-666.976 ,-5874.6 ,-666.976 ,4542 ,275 ,278
80,397 ,403 ,0.02148 ,-0.15961 ,0.01317 ,73148.6 ,-415.199 ,-5809.28 ,-415.199 ,75943.4 ,-792.277 ,-5809.28 ,-792.277 ,4548.42 ,278 ,281
80,403 ,408 ,0.01455 ,-0.1588 ,0.00147 ,75011.4 ,-267.696 ,-5951.51 ,-267.696 ,77928.9 ,-515.174 ,-5951.51 ,-515.174 ,4658.57 ,281 ,284
80,408 ,413 ,0.00846 ,-0.15842 ,0.00489 ,75091.7 ,-154.597 ,-5921.68 ,-154.597 ,77994.8 ,-301.267 ,-5921.68 ,-301.267 ,4653.59 ,284 ,287
80,413 ,417 ,0.00438 ,-0.15819 ,0.00167 ,75701.4 ,-80.8867 ,-5981.41 ,-80.8867 ,78643 ,-150.452 ,-5981.41 ,-150.452 ,4692.73 ,287 ,290
80,417 ,422 ,0.0044 ,-0.15933 ,0.00455 ,74722.6 ,-80.8672 ,-5919.71 ,-80.8672 ,77665.2 ,-206.042 ,-5919.71 ,-206.042 ,4636.91 ,290 ,295
80,422 ,427 ,0.00543 ,-0.15821 ,0.00483 ,75432.6 ,-99.7663 ,-5964.7 ,-99.7663 ,78353 ,-209.417 ,-5964.7 ,-209.417 ,4676.56 ,295 ,298
80,427 ,432 ,0.00663 ,-0.18744 ,0.00476 ,62777 ,-126.465 ,-5868.9 ,-126.465 ,66207.5 ,-208.56 ,-5868.9 ,-208.56 ,4102.1 ,298 ,303
80,432 ,437 ,0.00388 ,-0.15748 ,0.00288 ,76026.6 ,-69.8469 ,-5974.46 ,-69.8469 ,78956 ,-156.124 ,-5974.46 ,-156.124 ,4706.4 ,303 ,306
80,437 ,443 ,0.0072 ,-0.18725 ,0.00147 ,62911.3 ,-125.946 ,-5867.99 ,-125.946 ,66332 ,-255.38 ,-5867.99 ,-255.38 ,4107.78 ,306 ,311
80,443 ,449 ,0.00666 ,-0.1589 ,0.0022 ,75337.9 ,-122.855 ,-5976.5 ,-122.855 ,78257.3 ,-246.945 ,-5976.5 ,-246.945 ,4674.23 ,311 ,314
80,449 ,455 ,0.00674 ,-0.15665 ,0.00156 ,76392.6 ,-123.272 ,-5961.7 ,-123.272 ,79336.8 ,-280.88 ,-5961.7 ,-280.88 ,4723.51 ,314 ,317
80,455 ,461 ,0.00731 ,-0.15839 ,0.00274 ,75472.1 ,-136.277 ,-5971.46 ,-136.277 ,78410.9 ,-260.068 ,-5971.46 ,-260.068 ,4680.98 ,317 ,322
80,461 ,468 ,0.00428 ,-0.15784 ,0.00211 ,75900.4 ,-74.128 ,-5972.48 ,-74.128 ,78816.3 ,-146.94 ,-5972.48 ,-146.94 ,4699.35 ,322 ,325
80,468 ,474 ,0.00326 ,-0.15717 ,0.00164 ,76240.3 ,-59.5662 ,-5984.59 ,-59.5662 ,79185.8 ,-112.958 ,-5984.59 ,-112.958 ,4718.82 ,325 ,328
80,474 ,480 ,0.00274 ,-0.15786 ,0.00167 ,75933.7 ,-51.3057 ,-5977.54 ,-51.3057 ,78871.4 ,-106.641 ,-5977.54 ,-106.641 ,4702.7 ,328 ,333
80,480 ,486 ,0.00209 ,-0.15821 ,0.00671 ,75267 ,-43.0597 ,-5944.78 ,-43.0597 ,78173.7 ,-71.0313 ,-5944.78 ,-71.0313 ,4664.15 ,333 ,336
80,486 ,492 ,0.00113 ,-0.15766 ,0.00203 ,76009.8 ,-23.7242 ,-5975.17 ,-23.7242 ,78948.7 ,-37.7408 ,-5975.17 ,-37.7408 ,4705.84 ,336 ,339
80,492 ,498 ,-0.00067 ,-0.18733 ,0.00024 ,63008.7 ,18.1863 ,-5893.68 ,18.1863 ,66452.8 ,29.8761 ,-5893.68 ,29.8761 ,4116.91 ,339 ,342
80,498 ,504 ,-0.00106 ,-0.15467 ,-0.00134 ,77689.9 ,18.2656 ,-5992.48 ,18.2656 ,80568.1 ,48.1253 ,-5992.48 ,48.1253 ,4785.24 ,342 ,345
80,504 ,511 ,-0.00173 ,-0.19911 ,-0.00142 ,58973.2 ,33.7787 ,-5860.19 ,33.7787 ,62608 ,49.4577 ,-5860.19 ,49.4577 ,3941.7 ,345 ,350
80,511 ,518 ,-0.0013 ,-0.15682 ,-0.00133 ,76521.6 ,22.8691 ,-5986.37 ,22.8691 ,79444.1 ,60.0523 ,-5986.37 ,60.0523 ,4731.05 ,350 ,353
80,518 ,526 ,-0.00137 ,-0.15658 ,-0.00106 ,76656.6 ,27.9376 ,-5987.44 ,27.9376 ,79568.9 ,70.5927 ,-5987.44 ,70.5927 ,4737.12 ,353 ,358
80,526 ,534 ,-0.00217 ,-0.15581 ,-0.00176 ,77034.1 ,37.5791 ,-5984.73 ,37.5791 ,79942.3 ,95.366 ,-5984.73 ,95.366 ,4754.5 ,358 ,361
80,534 ,541 ,-0.00227 ,-0.15557 ,-0.00167 ,77176 ,41.2275 ,-5990.86 ,41.2275 ,80052.6 ,87.2381 ,-5990.86 ,87.2381 ,4760.5 ,361 ,364
80,541 ,547 ,-0.00191 ,-0.15621 ,-0.00203 ,76791.5 ,36.0619 ,-5985.58 ,36.0619 ,79730.9 ,75.2493 ,-5985.58 ,75.2493 ,4744.71 ,364 ,367
80,547 ,553 ,-0.00094 ,-0.15637 ,-0.00106 ,76744.8 ,14.9339 ,-5987.02 ,14.9339 ,79659.5 ,29.6362 ,-5987.02 ,29.6362 ,4741.31 ,367 ,370
80,553 ,560 ,-0.00238 ,-0.15598 ,-0.00152 ,76963.6 ,43.1768 ,-5986.11 ,43.1768 ,79868.7 ,95.1801 ,-5986.11 ,95.1801 ,4751.2 ,370 ,375
80,560 ,567 ,-0.00291 ,-0.15558 ,-0.00135 ,77132.6 ,57.8142 ,-5984.8 ,57.8142 ,80032.5 ,111.956 ,-5984.8 ,111.956 ,4758.84 ,375 ,380
80,567 ,574 ,-0.00484 ,-0.1567 ,-0.00181 ,76524 ,89.1628 ,-5982.56 ,89.1628 ,79439.7 ,189.52 ,-5982.56 ,189.52 ,4730.78 ,380 ,383
80,574 ,581 ,-0.00368 ,-0.15309 ,-0.00126 ,78460.2 ,74.4024 ,-5990.64 ,74.4024 ,81309 ,111.984 ,-5990.64 ,111.984 ,4820.41 ,383 ,386
80,581 ,588 ,-0.00202 ,-0.15657 ,-0.00084 ,76626.7 ,41.5649 ,-5986.64 ,41.5649 ,79540.9 ,93.7977 ,-5986.64 ,93.7977 ,4735.74 ,386 ,389
80,588 ,594 ,-0.00267 ,-0.15674 ,-0.00154 ,76541.8 ,49.8788 ,-5986.03 ,49.8788 ,79467.3 ,103.535 ,-5986.03 ,103.535 ,4732.25 ,389 ,392
80,594 ,600 ,-0.00214 ,-0.15769 ,-0.00148 ,76085.9 ,40.2101 ,-5984.81 ,40.2101 ,79013.9 ,81.716 ,-5984.81 ,81.716 ,4710.47 ,392 ,395
80,600 ,606 ,-0.00191 ,-0.15742 ,-0.00203 ,76177.4 ,35.5412 ,-5981.88 ,35.5412 ,79111 ,74.5932 ,-5981.88 ,74.5932 ,4714.63 ,395 ,398
80,606 ,611 ,-0.00134 ,-0.1573 ,0.00011 ,76153.1 ,19.7738 ,-5975.82 ,19.7738 ,79085.3 ,39.0454 ,-5975.82 ,39.0454 ,4712.38 ,398 ,401
80,611 ,616 ,-0.00076 ,-0.15577 ,-0.00153 ,77033.4 ,8.61464 ,-5987.22 ,8.61464 ,79941.8 ,13.6651 ,-5987.22 ,13.6651 ,4754.72 ,401 ,404
80,616 ,622 ,-0.00044 ,-0.20114 ,-0.00094 ,58289.3 ,6.48853 ,-5852.48 ,6.48853 ,61944.1 ,7.37838 ,-5852.48 ,7.37838 ,3911.3 ,404 ,409
80,622 ,629 ,-0.0004 ,-0.15662 ,-0.00015 ,76552.7 ,8.89281 ,-5974.82 ,8.89281 ,79479.6 ,21.1867 ,-5974.82 ,21.1867 ,4730.91 ,409 ,416
80,629 ,636 ,0.01087 ,-0.16249 ,0.02646 ,70860.3 ,-206.009 ,-5716.95 ,-206.009 ,73725.2 ,-455.295 ,-5716.95 ,-455.295 ,4420.88 ,416 ,421
80,636 ,642 ,0.01241 ,-0.16174 ,0.02438 ,71360.8 ,-223.264 ,-5755.3 ,-223.264 ,74250.9 ,-460.653 ,-5755.3 ,-460.653 ,4452.2 ,421 ,424
80,642 ,650 ,0.01131 ,-0.1616 ,0.02411 ,71497.8 ,-210.834 ,-5751.65 ,-210.834 ,74374.4 ,-421.848 ,-5751.65 ,-421.848 ,4456.77 ,424 ,427
80,650 ,658 ,0.00861 ,-0.16256 ,0.02342 ,71205.4 ,-160.695 ,-5781.71 ,-160.695 ,74110.3 ,-310.831 ,-5781.71 ,-310.831 ,4447.83 ,427 ,432
80,658 ,666 ,0.00393 ,-0.16099 ,0.01802 ,72625.1 ,-71.0404 ,-5823.5 ,-71.0404 ,75505 ,-152.915 ,-5823.5 ,-152.915 ,4518.71 ,432 ,435
80,666 ,675 ,0.00104 ,-0.1606 ,0.01342 ,73283.9 ,-18.5529 ,-5866.85 ,-18.5529 ,76236.2 ,-52.0609 ,-5866.85 ,-52.0609 ,4560.27 ,435 ,440
80,675 ,683 ,0.00225 ,-0.16106 ,0.01659 ,72705.8 ,-34.2496 ,-5819.18 ,-34.2496 ,75647.3 ,-127.923 ,-5819.18 ,-127.923 ,4524.96 ,440 ,443
80,683 ,691 ,0.00558 ,-0.16122 ,0.02443 ,71754.8 ,-100.663 ,-5766.21 ,-100.663 ,74654.1 ,-235.238 ,-5766.21 ,-235.238 ,4470.02 ,443 ,446
80,691 ,700 ,0.00812 ,-0.16348 ,0.02941 ,70163.5 ,-145.2 ,-5712.03 ,-145.2 ,73074.7 ,-324.207 ,-5712.03 ,-324.207 ,4387.87 ,446 ,451
80,700 ,711 ,0.00641 ,-0.16383 ,0.02751 ,70247.4 ,-114.272 ,-5757.82 ,-114.272 ,73161.5 ,-203.112 ,-5757.82 ,-203.112 ,4398.38 ,451 ,458
80,711 ,720 ,0.00865 ,-0.19393 ,0.03616 ,58116.2 ,-152.198 ,-5603.88 ,-152.198 ,61509 ,-318.067 ,-5603.88 ,-318.067 ,3842.88 ,458 ,461
80,720 ,729 ,0.00939 ,-0.16165 ,0.03482 ,70399.1 ,-163.592 ,-5676.55 ,-163.592 ,73248.6 ,-360.534 ,-5676.55 ,-360.534 ,4390.38 ,461 ,464
80,729 ,738 ,0.01133 ,-0.165 ,0.05084 ,67325.4 ,-198.475 ,-5478.09 ,-198.475 ,70165.8 ,-422.445 ,-5478.09 ,-422.445 ,4214.06 ,464 ,469
80,738 ,747 ,0.0131 ,-0.16165 ,0.1076 ,63523.5 ,-203.633 ,-5064.36 ,-203.633 ,66071.1 ,-493.507 ,-5064.36 ,-493.507 ,3953.7 ,469 ,472
80,747 ,756 ,0.01795 ,-0.18949 ,0.14343 ,52310.9 ,-280.095 ,-4931.97 ,-280.095 ,55204.2 ,-576.046 ,-4931.97 ,-576.046 ,3435.1 ,472 ,479
80,756 ,764 ,0.01078 ,-0.16326 ,0.1134 ,62507.1 ,-171.086 ,-5092.49 ,-171.086 ,65070.9 ,-442.953 ,-5092.49 ,-442.953 ,3910.2 ,479 ,482
80,764 ,771 ,0.01164 ,-0.16163 ,0.11805 ,62703.9 ,-185.933 ,-5056.13 ,-185.933 ,65210 ,-464.023 ,-5056.13 ,-464.023 ,3910.91 ,482 ,485
80,771 ,777 ,0.00927 ,-0.16271 ,0.10389 ,63518.2 ,-150.445 ,-5160.16 ,-150.445 ,66125.9 ,-382.639 ,-5160.16 ,-382.639 ,3970.12 ,485 ,488
80,777 ,784 ,0.01054 ,-0.15945 ,0.11152 ,64038.6 ,-167.918 ,-5070.34 ,-167.918 ,66556.8 ,-444.386 ,-5070.34 ,-444.386 ,3976.42 ,488 ,495
80,784 ,790 ,0.0135 ,-0.15887 ,0.12119 ,63364.7 ,-214.779 ,-4988.47 ,-214.779 ,65812.8 ,-544.251 ,-4988.47 ,-544.251 ,3929.83 ,495 ,498
80,790 ,796 ,0.00892 ,-0.15519 ,0.0611 ,70512.7 ,-165.333 ,-5545.93 ,-165.333 ,73202.7 ,-330.128 ,-5545.93 ,-330.128 ,4366.14 ,498 ,501
80,796 ,803 ,0.00852 ,-0.18081 ,0.07209 ,59764.5 ,-142.058 ,-5345.87 ,-142.058 ,62768.2 ,-345.852 ,-5345.87 ,-345.852 ,3848.53 ,501 ,504
80,803 ,811 ,0.00512 ,-0.17465 ,0.03259 ,65059.4 ,-93.5794 ,-5777.86 ,-93.5794 ,68135 ,-193.638 ,-5777.86 ,-193.638 ,4169.75 ,504 ,509
